Program,Enrollment Year,Gender,DOB,District,Country,Education Background,GPA,Professional Engagement,Mothers Profession,Fathers Profession,Status,Withdrawn or Graduate Date (mm.dd.yy),Reason for Withdrawal,Year,Actual Concentration
MBA,2020,Male,01/13/1997,Kathmandu,Nepal,Bachelor of Business Administration,6.857,Employed,House wife,Business,Graduate,"March 12, 2022",,2022,Marketing Management
MBA,2020,Female,24/04/1997,Kathmandu,Nepal,Bachelor's Degree in Business Studies,51.65,Employed,Accountant ,Contractor ,Graduate,"March 12, 2022",,2022,Marketing Management
MBA,2020,Male,06/28/1997,Bara,Nepal,Bachelor's Degree in Information Management,3.27,Unemployed,Grocery store and housewife,Passed away,,,,1899,
FALSE,,,,,,Bachelor of Business Administration,,,,,Running,,,1899,Financial Management 
MBA,2020,Male,05/04/1998,Kathmandu,Nepal,Bachelor of Business Administration,3.26,Employed,Businessperson ,Businessperson ,,,,1899,
FALSE,,,,,,,,,,,Graduate,"April 24, 2022",,2022,Entrepreneurship 
MBA,2020,Female,10/07/1994,Kathmandu,Nepal,Bachelor of Science in Nursing,,Entrepreneur,House Wife,Business ,Readmission- Graduate,"October 31, 2022",,2022,Dual (Entrepreneurship & HRM)
MBA,2020,Male,10/06/1995,Kathmandu,Nepal,Bachelor of Business Administration,,Employed,N/A,Rajendra Shrestha,Graduate,"April 24, 2022",,2022,Nonprofit Management
MBA,2020,Male,06/04//1996,Kailali,Nepal,Bachelor's Degree in Humanities and Social science,58.71,Employed,House Wife,Businessman,Withdrawn ,"Jan 26, 2021",Abroad Study,2021,Entrepreneurship 
MBA,2020,Female,02/09/1996,Kathmandu,Nepal,Bachelor of Business Administration,,Entrepreneur,Entreprenuer,Microbiologist,Graduate,"April 24, 2022",,2022,Dual (Entrepreneurship & Finance)
MBA,2020,Female,02/23/1998,Solukhumbu,Nepal,Bachelor's Degree in Business Studies,48,Unemployed,House wife,****,Graduate,"April 24, 2022",,2022,Marketing Management
MBA,2020,Female,03/14/1994,Lalitpur,Nepal,Bachelor of Business Administration,,Unemployed,House Wife,Businessman,Graduate,"April 24, 2022",,2022,Technology and Innovation
MBA,2020,Female,05/02/1997,Lalitpur,Nepal,Bachelor of Business Administration,3.72,Employed,Housewife,Business man,Readmission- Graduate,"Feb 27, 2023",,2023,Entrepreneurship 
MBA,2020,Male,05/18/1997,Jhapa,Nepal,Bachelor of Business Administration,2.63,Employed,Business,Business,Graduate,"April 24, 2022",,2022,Nonprofit Management
MBA,2020,Female,03/26/1997,Syangja,Nepal,Bachelor of Business Administration,2.63,Unemployed,Housewife,Businessman,,,,1899,
FALSE,,,,,,,,,,,Graduate,"June 26, 2022",,2022,Dual (Entrepreneurship & HRM)
MBA,2020,Female,06/09/1998,Kathmandu,Nepal,Bachelor's Degree in Humanities and Social science,63.29,Employed,Renu Malla,Bir Bahadur Malla ,Graduate,"June 26, 2022",,2022,Dual (Entrepreneurship & Finance)
MBA,2020,Female,08/13/1996,Kathmandu,Nepal,Bachelor's Degree in Business Studies,51.75,Unemployed,Housewife,Businessman,Graduate,"June 26, 2022",,2022,Financial Management 
MBA,2020,Male,01/13/1997,Syangja,Nepal,Bachelor's Degree in Business Studies,54.1,Unemployed,Housewife,Retired Life,Graduate,"June 26, 2022",,2022,Dual (Entrepreneurship & Finance)
MBA,2020,Male,02/13/1995,Nuwakot,Nepal,Bachelor of Commerce with Accountancy and finance,,Entrepreneur,House wife,Businessman,Graduate,"June 26, 2022",,2022,Financial Management 
MBA,2020,Male,07/24/1997,Sindhupalchauk,Nepal,Bachelor's Degree in Industrial Engineering,71.7,Entrepreneur,Housewife,Businessperson,Graduate,"June 26, 2022",,2022,Entrepreneurship 
MBA,2020,Male,02/24/1994,Kathmandu,Nepal,Bachelor's Degree in Humanities and Social science,47.71,Employed,Health Assistant,Retired Bank Manager,Graduate,"June 26, 2022",,2022,Dual (Entrepreneurship & Finance)
MBA,2020,Female,19/12/1996,Kathmandu,Nepal,Bachelor's Degree in Business Studies,54.25,Unemployed,Housewife,Army officer,Graduate,"June 26, 2022",,2022,Entrepreneurship 
MBA,2020,Female,03/17/1996,Lalitpur,Nepal,Bachelor of Business Administration,3.54,Employed,House wife,Business man,Graduate,"June 26, 2022",,2022,Entrepreneurship 
MBA,2020,Female,01/03/1997,Kathmandu,Nepal,Bachelor's Degree in Commerce,6.419,Employed,Home maker,Military service (retired),,,,1899,
FALSE,,,,,,,,,,,Graduate,"October 31, 2022",,2022,Technology and Innovation
MBA,2020,Male,17/12/1995,Dhanusa,Nepal,Bachelor of Engineering,,Employed,Housewife,NA,Graduate,"August 21, 2022",,2022,Entrepreneurship 
MBA,2020,Female,12/03/1992,Kathmandu,Nepal,Bachelor's Degree in Humanities and Social science,57.64,Entrepreneur,"Writer, Former Academician",Retired surgeon,Graduate,"October 31, 2022",,2022,Nonprofit Management
MBA,2020,Female,22/12/1994,Bhaktapur,Nepal,Bachelor of Business Administration,,Employed,No work,Ceramists,Graduate,"August 21, 2022",,2022,Technology and Innovation
MBA,2020,Female,1991/09/19,Panchthar,Nepal,Bachelor of Science In Computer Science And Information Technology,70.6,Unemployed,House Wife,Business,Graduate,"August 21, 2022",,2022,Nonprofit Management
MBA,2020,Female,30/01/1996,Jhapa,Nepal,Bachelor of Arts,,Employed,Homemaker,Businessman,Graduate,"August 21, 2022",,2022,Human Resources Management 
MBA,2020,Female,12/07/1997,Lalitpur,Nepal,Bachelor of Business Administration,,Employed,Housewife,Sr Finance Manager,Withdrawn ,"September 6, 2020",Work Commitment,2020,Pending 
MBA,2020,Male,1992/10/16,Bhaktapur,Nepal,Bachelor of Computer Engineering,2.27,Unemployed,house wife,businessman,Withdrawn ,"September 6, 2020",Work Commitment,2020,Pending 
MBA,2020,Male,03/18/1994,Kathmandu,Nepal,Bachelor's Degree in Computer Engineering,2.35,Entrepreneur,housewife,Restaurateur,Graduate,"August 21, 2022",,2022,Dual (Entrepreneurship & HRM)
MBA,2020,Male,15/12/1997,Gulmi,Nepal,Bachelor of science,,Unemployed,Retired,Instructor,Withdrawn ,"March 7, 2021",No specific Reason,2021,Entrepreneurship 
MBA,2020,Male,1990/02/23,Kathmandu,Nepal,Bachelor of Science in Management,,Entrepreneur,Housewife,Business,Withdrawn ,"January 8, 2021",Personal Reason,2021,Pending 
MBA,2020,Male,08/03/1989,Lalitpur,Nepal,Bachelor of science,,Entrepreneur,Home maker,Businessman,Graduate,"August 21, 2022",,2022,Entrepreneurship 
MBA,2020,Female,1995/11/20,Lalitpur,Nepal,Bachelor of Business Administration,3.32,Entrepreneur,House Wife,Business Man,,,,1899,
FALSE,,,,,,Bachelor of Science in Agriculture,165,,,,Graduate,"August 21, 2022",,2022,Technology and Innovation
MBA,2020,Male,1991/11/05,Lalitpur,Nepal,Bachelor of Science in Computing,,Employed,House wife,Projec Manager FAO,Graduate,"August 21, 2022",,2022,Nonprofit Management
MBA,2020,Female,01/21/1995,Lalitpur,Nepal,Bachelor of Pharmacy,3.23,Unemployed,House Wife,Engineering,Graduate,"August 21, 2022",,2022,Agribusiness Management
MBA,2020,Male,09/01/1997,Kathmandu,Nepal,Bachelor of Business Administration,,Unemployed,N/A,Businessmen,Graduate,"August 21, 2022",,2022,Dual (Marketing & HRM)
MBA,2020,Female,26/11/1996,Kathmandu,Nepal,Bachelor of Business Administration,,Employed,Unemployed,Unemployed,Graduate,"December 25, 2022",,2022,Entrepreneurship 
MBA,2020,Male,03/03/1992,Kathmandu,Nepal,Bachelor of Arts,,Entrepreneur,Home Maker,Deceased,Graduate,"August 21, 2022",,2022,Nonprofit Management
MBA,2020,Male,22/11/1979,Louisiana,USA,Bachelor of Arts,,Entrepreneur,Retired,CPA,,,,1899,
FALSE,,,,,,Bachelor's Degree in Business Studies,48,Unemployed,House wife,****,Graduate,"August 21, 2022",,2022,Technology and Innovation
MBA,2020,Female,20/04/1995,Lalitpur,Nepal,Bachelor's Degree in Science and Technology,,Unemployed,Housewife,Doctor,Graduate,"August 21, 2022",,2022,Nonprofit Management
MBA,2020,Female,1992/02/22,Bardiya,Nepal,Bachelor of Public Health,3054,Unemployed,Housewife ,Health Assistant ,Withdrawn ,"September 6, 2020",Work Commitment,2020,Pending 
MBA,2020,Female,01/03/1992,Parwat,Nepal,Bachelor's Degree in Business Studies,,Unemployed,Social worker,Professor,Graduate,"August 21, 2022",,2022,Dual (Marketing & HRM)
MBA,2020,Male,22/09/1991,Chitwan,Nepal,Bachelor's Degree in Business Studies,59.29,Unemployed,Housewife,Retired Army,Graduate,"August 21, 2022",,2022,Dual (Entrepreneurship & Finance)
MBA,2020,Female,1998/03/31,Dang,Nepal,Bachelor's Degree in Business Studies,55.65,Unemployed,Self-employed,Contractor,Graduate,"August 21, 2022",,2022,Technology and Innovation
MBA,2020,Male,24/03/1993,Lalitpur,Nepal,Bachelor of Computer Engineering ,,Employed,Housework,Retired government officer,Graduate,"August 21, 2022",,2022,Dual (Entrepreneurship & HRM)
MBA,2020,Female,1996/01/28,Kailali,Nepal,Bachelor of Business Administration,,Employed,Housewife,Executive Director in a Pharmaceutical company,Graduate,"August 21, 2022",,2022,Technology and Innovation
MBA,2020,Male,1995/9/29,Dang,Nepal,Bachelor's Degree in Information Management,,Employed,N/A,Business owner,Graduate,"August 21, 2022",,2022,Entrepreneurship 
MBA,2020,Male,13/09/1989,Kathmandu,Nepal,Bachelor of Commerce with Accountancy and finance,57.17,Unemployed,House wife,Businessman,Graduate,"August 21, 2022",,2022,Human Resources Management 
MBA,2020,Female,1997/09/05,Kathmandu,Nepal,Bachelor of Business Administration,,Employed,Homemaker,Retired Army Officer(Major General) / professor at TU,Graduate,"August 21, 2022",,2022,Nonprofit Management
MBA,2020,Female,1995/07/14,Nuwakot,Nepal,Bachelor of Business Administration,A,Unemployed,Home maker,Entrepreneur,Graduate,"August 21, 2022",,2022,Dual (Marketing & HRM)
MBA,2020,Female,09/04/1996,Myagdi,Nepal,Bachelor of Business Administration,,Unemployed,Family Business,Family Business,Graduate,"August 21, 2022",,2022,Agribusiness Management
MBA,2020,Male,21/02/1996,Dhading,Nepal,Bachelor of Science in Agriculture,165,Unemployed,House-Wife,"Business ( petrol pump, motor parts, vehicle)",Graduate,"October 31, 2022",,2022,Technology and Innovation
MBA,2020,Male,04/09/1993,Bhaktapur,Nepal,Bachelor of Computer Engineering ,2.99,Employed,Housewife,Business,,,,1899,
FALSE,,,,,,Bachelor of Science in Agriculture,165,,,,Graduate,"August 21, 2022",,2022,Dual (Marketing & HRM)
MBA,2020,Female,05/07/1997,Lalitpur,Nepal,Bachelor of Pharmacy,,Employed,Business women,Business man,,,,1899,
FALSE,,,,,,,,,,,Graduate,"October 31, 2022",,2022,Human Resources Management 
MBA,2020,Female,1998/7/19,Lalitpur,Nepal,Bachelor of Business Administration,,Employed,Housewife,Private Sector Employee,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Female,08/09/1995,Kathmandu,Nepal,Bachelor of Business Administration,3.36,Employed,HouseWife,BusinessMan,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Male,1996/10/18,Baglung,Nepal,Bachelor's Degree in Information Management,3.02,Entrepreneur,Housewife,Businessman,,,,1899,
FALSE,,,,,,,,,,,Withdrawn ,"January 1, 2021",Financial Problem,2021,Pending 
MBA,2020,Female,16/08/1996,Dolkha,Nepal,Bachelor of Business Administration,3.06,Employed,Housewife,Businessman,Graduate,"October 31, 2022",,2022,Human Resources Management 
MBA,2020,Female,05/02/1996,Dhanusa,Nepal,Bachelor of Business Administration in Banking and Insurance,2.29,Unemployed,House wife,Engineer,Withdrawn ,"September 3, 2021",Administrative withdrawal,2021,Agribusiness Management
MBA,2020,Female,19/01/1994,Terhathum,Nepal,Bachelor of Science in Agriculture,76.45,Employed,Teacher ,Teacher ,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Male,25/09/1996,Kaski,Nepal,Bachelor's Degree in Computer Engineering,77.42,Unemployed,Retired,Retired,Graduate,"October 31, 2022",,2022,Nonprofit Management
MBA,2020,Female,05/24/1995,Dolkha,Nepal,Bachelor's Degree in Humanities and Social science,47.21,Employed,Passed away ,Driver and Business person ,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Female,10/11/1997,Banke,Nepal,Bachelor's Degree in Business Management,3.63,Employed,Teacher ,Lecturer,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Male,09/07/1993,Kathmandu,Nepal,Bachelor's Degree in Civil Engineering,,Employed,Housemaker,Businessman,Graduate,"October 31, 2022",,2022,Dual (Finance & Marketing)
MBA,2020,Male,14/04/1994,Kathmandu,Nepal,Bachelor of Science in Computing,,Employed,Housewife,Business,Graduate,"October 31, 2022",,2022,
FALSE,,,,,,,,,,,Graduate,"October 31, 2022",,2022,Human Resources Management 
MBA,2020,Female,15/06/1997,Dhading,Nepal,Bachelor's Degree in Business Studies,50.8,Unemployed,Housewife,Employee,Graduate,"October 31, 2022",,2022,Technology and Innovation
MBA,2020,Male,14/04/1998,Kathmandu,Nepal,Bachelor of Business Administration,3.01,Unemployed,Teacher,Govt. Officer,Graduate,"October 31, 2022",,2022,Dual (Entrepreneurship & HRM)
MBA,2020,Female,02/02/1997,Kathmandu,Nepal,Bachelor of Business Administration,3.93,Employed,Housewife ,Government official ,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Male,30/05/1996,Kathmandu,Nepal,Bachelor's Degree in Architecture Engineering,70.65,Employed,Business,Wine Business,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Female,06/05/1995,Kathmandu,Nepal,Bachelor of Business Administration in Banking and Insurance,2.95,Unemployed,House wife,Business man,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Male,28/01/1995,Tanahun,Nepal,Bachelor of Business Administration in Banking and Insurance,2.64,Entrepreneur,house wife,Businessman,Graduate,"October 31, 2022",,2022,Technology and Innovation
MBA,2020,Male,05/04/1996,Kathmandu,Nepal,Bachelor's Degree in Information Management,3.45,Employed,House wife,Business Man,Graduate,"October 31, 2022",,2022,Technology and Innovation
MBA,2020,Male,26/11/1995,Kathmandu,Nepal,Bachelor's Degree in Information Management,3.72,Employed,N/A,Head of Finance,Graduate,"April 23, 2023",,2023,Entrepreneurship 
MBA,2020,Female,28/07/1997,Syangja,Nepal,Bachelor's Degree in Business Studies,,Employed,Finance Officer,Director of Training and Research,Graduate,"October 31, 2022",,2022,Entrepreneurship 
MBA,2020,Male,30/12/1970,Kathmandu,Nepal,Bachelor's Degree in Commerce,61,Entrepreneur,Homemaker,Business (Retired),Graduate,"October 31, 2022",,2022,Human Resources Management 
MBA,2020,Female,18/05/1996,Kathmandu,Nepal,Bachelor of Business Administration,2.86,Employed,Housewife,Businessman ,Graduate,"February 27, 2023",,2023,Dual (Entrepreneurship & HRM)
MBA,2020,Female,11/09/1994,Lalitpur,Nepal,Bachelor's Degree in Business Studies,48.14,Unemployed,Homemaker,Business,,,,1899,
FALSE,,,,,,,,,,,Graduate,"October 31, 2022",,2022,Agribusiness Management
MBA,2020,Male,13/04/1993,Dhangadhi,Nepal,Bachelor of Science in Agriculture,66.93,Unemployed,N/A,N/A,,,,1899,
FALSE,,,,,,,,,,,Graduate,"December 25, 2022",,2022,Technology and Innovation
MBA,2021,Male,27/07/1996,Kathmandu,Nepal,Bachelor of Engineering in Mining Engineering,,Employed,Houswife,Retired,Graduate,"December 25, 2022",,2022,Technology and Innovation
MBA,2021,Female,17/11/1994,Kathmandu,Nepal,Bachelor of Engineering in Computer Science and Enginnering,,Employed,Homemaker,Civil Engineer,Graduate,"December 25, 2022",,2022,Technology and Innovation
MBA,2021,Female,02/03/1995,Kathmandu,Nepal,Bachelor of Computer Information Systems,,Employed,Housewife,Businessman,Graduate,"December 25, 2022",,2022,Entrepreneurship 
MBA,2021,Male,04/09/1990,Kathmandu,Nepal,Bachelor of Business,,Unemployed,House wife,Consultant,Graduate,"December 25, 2022",,2022,Marketing Management
MBA,2021,Female,06/02/1997,Kaski,Nepal,Bachelor of Business Administration,,Employed,Housewife ,Retired government officer ,Graduate,"December 25, 2022",,2022,Agribusiness Management
MBA,2021,Female,18/05/1996,Chitwan,Nepal,Bachelor of Science (Honours) in Agriculture,,Employed,house wife,EX Army,Graduate,"February 27, 2023",,2023,Entrepreneurship 
MBA,2021,Female,25/10/1994,Kathmandu,Nepal,Bachelor's Degree in Information Management,,Employed,NA,Mechanic,Graduate,"February 27, 2023",,2023,Entrepreneurship 
MBA,2021,Male,05/01/1996,Kathmandu,Nepal,Bachelor of Computer Applications,,Employed,Housewife,Pharmacist,Graduate,"February 27, 2023",,2023,Entrepreneurship 
MBA,2021,Male,18/02/1998,Kailali,Nepal,Bachelor of Business Administration,,Employed,House wife,Retired government officer ,Graduate,"December 25, 2022",,2022,Entrepreneurship 
MBA,2021,Female,21/09/1996,Chitwan,Nepal,Bachelor's Degree in Food Technology,,Unemployed,Housewife,Businessman,Readmission- Graduate,"February 27, 2023",,2023,Entrepreneurship 
MBA,2021,Male,23/06/1996,Dhading,Nepal,Bachelor Degree in Hospitality Management,,Entrepreneur,housewife ,bureaucratic,Graduate,"December 25, 2022",,2022,Entrepreneurship 
MBA,2021,Female,24/01/1997,Kathmandu,Nepal,Bachelor of Business Administration,,Employed,Home maker,Civil Engineer,Graduate,"December 25, 2022",,2022,Marketing Management
MBA,2021,Female,04/03/1997,Ilam,Nepal,Bachelor of Business Administration,,,,,,,,1899,
FALSE,,,,,,,,,,,,,,1899,
FALSE,,,,,,,,,,,Running,,,1899,Technology and Innovation
MBA,2021,Female,13/12/1997,Kathmandu,Nepal,Bachelor of Science In Computer Science And Information Technology,,Unemployed,Homemaker,Businessman,Graduate,"February 27, 2023",,2023,Dual (Finance & Marketing)
MBA,2021,Male,16/06/1997,Bhaktapur,Nepal,,,Unemployed,N/A,Finance Co-Ordinator,Graduate,"February 27, 2023",,2023,Technology and Innovation
MBA,2021,Male,22/01/1997,Morang,Nepal,,,Unemployed,N/a,N/a,Graduate,"February 27, 2023",,2023,Technology and Innovation
MBA,2021,Male,20/09/1996,Kathmandu,Nepal,,,Employed,Unemployed,Sole proprietor,Graduate,"February 27, 2023",,2023,Agribusiness Management
MBA,2021,Male,18/05/1997,Kailali,Nepal,,,Entrepreneur,Housewife,Businessman,Withdrawn ,"September 3, 2021",Financial Problem,2021,Human Resources Management 
MBA,2021,Male,9//22/1992,Kathmandu,Nepal,,,Employed,Na,Retired,Graduate,"February 27, 2023",,2023,Agribusiness Management
MBA,2021,Female,14/03/1997,Kavreplanchok,Nepal,Bachelor of Arts in Business Management,3.14,Unemployed,Business,Business,Withdrawn ,"May 1, 2021",Personal Reason,2021,Financial Management 
MBA,2021,Female,28/06/1997,Udaypur,Nepal,,,Employed,Wholesale Trade of Garment,Wholesale Trade of Garment,Graduate,"February 27, 2023",,2023,Marketing Management
MBA,2021,Female,24/06/1998,Kathmandu,Nepal,,,,,,Graduate,"February 27, 2023",,2023,Nonprofit Management
MBA,2021,Female,01/02/1995,Dhading,Nepal,,,Employed,Service (TUTH),Service (JICA),Graduate,"February 27, 2023",,2023,Technology and Innovation
MBA,2021,Male,01/24/1997,Lalitpur,Nepal,Bachelor of Science In Computer Science & Software Engineering,,Employed,HOUSE WIVE,BUSINESS PERSON,Graduate,"February 27, 2023",,2023,Nonprofit Management
